"Symbol","IndustryClassificationID","IndustryClassificationName","ImplementDate","IndustryCode","IndustryName","InstitutionID"
"000016","P0203","申银万国行业分类2011修订版","1992-03-27","330201","彩电","101623"
"000016","P0201","证监会行业分类2001年版","1992-03-27","C55","日用电子器具制造业","101623"
"000016","P0207","证监会行业分类2012年版","1992-03-27","C39","计算机、通信和其他电子设备制造业","101623"
"000016","P0211","申银万国行业分类2014修订版","1992-03-27","330201","彩电","101623"
"000016","P0221","中国上市公司协会上市公司行业分类","1992-03-27","C39","计算机、通信和其他电子设备制造业","101623"
"000016","P0206","中证行业分类","2012-05-16","03020101","消费电子产品","101623"
"000016","P0212","中信证券行业分类","2015-08-11","ZX260201","黑色家电Ⅲ","101623"
"000016","P0215","中证行业分类2016年版","2016-12-12","03020101","消费电子产品","101623"
"000016","P0217","中信证券行业分类2.0修订版","2019-12-01","332010","黑色家电Ⅲ","101623"
"000016","P0218","申银万国行业分类2021修订版","2021-07-30","330201","彩电","101623"
"000016","P0219","中证行业分类2021年版","2021-12-13","25201020","黑色家电","101623"
"000016","P0218","申银万国行业分类2021修订版","2024-07-30","330106","冰洗","101623"
"000016","P0219","中证行业分类2021年版","2025-06-16","25201010","白色家电","101623"
"000020","P0201","证监会行业分类2001年版","1992-04-28","C55","日用电子器具制造业","101631"
"000020","P0207","证监会行业分类2012年版","1992-04-28","C39","计算机、通信和其他电子设备制造业","101631"
"000020","P0203","申银万国行业分类2011修订版","1992-04-28","270501","电子系统组装","101631"
"000020","P0211","申银万国行业分类2014修订版","1992-04-28","270501","电子系统组装","101631"
"000020","P0221","中国上市公司协会上市公司行业分类","1992-04-28","C39","计算机、通信和其他电子设备制造业","101631"
"000020","P0201","证监会行业分类2001年版","2007-10-09","C5110","电子器件制造业","101631"
"000020","P0206","中证行业分类","2012-05-16","07020201","电子设备制造商","101631"
"000020","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","101631"
"000020","P0215","中证行业分类2016年版","2016-12-12","07020201","电子设备及仪表制造商","101631"
"000020","P0217","中信证券行业分类2.0修订版","2019-12-01","604030","面板","101631"
"000020","P0215","中证行业分类2016年版","2020-06-15","07020202","光电子器件","101631"
"000020","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","101631"
"000020","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","101631"
"000021","P0203","申银万国行业分类2011修订版","1994-02-02","320201","计算机设备","101632"
"000021","P0201","证监会行业分类2001年版","1994-02-02","G8310","计算机相关设备制造业","101632"
"000021","P0207","证监会行业分类2012年版","1994-02-02","C39","计算机、通信和其他电子设备制造业","101632"
"000021","P0211","申银万国行业分类2014修订版","1994-02-02","710101","计算机设备","101632"
"000021","P0221","中国上市公司协会上市公司行业分类","1994-02-02","C39","计算机、通信和其他电子设备制造业","101632"
"000021","P0206","中证行业分类","2012-05-16","07020102","电脑存储与外围设备","101632"
"000021","P0212","中信证券行业分类","2015-08-11","ZX350201","电子设备Ⅲ","101632"
"000021","P0215","中证行业分类2016年版","2016-12-12","07020101","电脑与外围设备","101632"
"000021","P0211","申银万国行业分类2014修订版","2019-07-08","270501","电子系统组装","101632"
"000021","P0217","中信证券行业分类2.0修订版","2019-12-01","605010","消费电子组件","101632"
"000021","P0218","申银万国行业分类2021修订版","2021-07-30","270504","消费电子零部件及组装","101632"
"000021","P0219","中证行业分类2021年版","2021-12-13","45201040","安防设备及其他","101632"
"000045","P0203","申银万国行业分类2011修订版","1994-08-15","350102","棉纺","101184"
"000045","P0201","证监会行业分类2001年版","1994-08-15","C11","纺织业","101184"
"000045","P0207","证监会行业分类2012年版","1994-08-15","C17","纺织业","101184"
"000045","P0211","申银万国行业分类2014修订版","1994-08-15","350102","棉纺","101184"
"000045","P0221","中国上市公司协会上市公司行业分类","1994-08-15","C17","纺织业","101184"
"000045","P0203","申银万国行业分类2011修订版","2011-10-10","350106","其他纺织","101184"
"000045","P0211","申银万国行业分类2014修订版","2011-10-10","350106","其他纺织","101184"
"000045","P0201","证监会行业分类2001年版","2011-12-31","M","综合类","101184"
"000045","P0207","证监会行业分类2012年版","2011-12-31","S90","综合","101184"
"000045","P0221","中国上市公司协会上市公司行业分类","2011-12-31","S91","综合","101184"
"000045","P0206","中证行业分类","2012-05-16","02010701","贸易公司与经销商","101184"
"000045","P0207","证监会行业分类2012年版","2012-10-26","F51","批发业","101184"
"000045","P0221","中国上市公司协会上市公司行业分类","2012-10-26","F51","批发业","101184"
"000045","P0211","申银万国行业分类2014修订版","2014-07-02","270301","显示器件","101184"
"000045","P0206","中证行业分类","2015-06-16","07020201","电子设备制造商","101184"
"000045","P0207","证监会行业分类2012年版","2015-07-20","C39","计算机、通信和其他电子设备制造业","101184"
"000045","P0221","中国上市公司协会上市公司行业分类","2015-07-20","C39","计算机、通信和其他电子设备制造业","101184"
"000045","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","101184"
"000045","P0215","中证行业分类2016年版","2016-12-12","07020202","光电子器件","101184"
"000045","P0217","中信证券行业分类2.0修订版","2019-12-01","604040","显示零组","101184"
"000045","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","101184"
"000045","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","101184"
"000049","P0203","申银万国行业分类2011修订版","1995-03-20","430101","房地产开发","107889"
"000049","P0201","证监会行业分类2001年版","1995-03-20","C7615","电工器械制造业","107889"
"000049","P0207","证监会行业分类2012年版","1995-03-20","C38","电气机械及器材制造业","107889"
"000049","P0211","申银万国行业分类2014修订版","1995-03-20","430101","房地产开发","107889"
"000049","P0221","中国上市公司协会上市公司行业分类","1995-03-20","C38","电气机械和器材制造业","107889"
"000049","P0203","申银万国行业分类2011修订版","2007-07-02","220701","其他化工新材料","107889"
"000049","P0211","申银万国行业分类2014修订版","2007-07-02","270501","电子系统组装","107889"
"000049","P0203","申银万国行业分类2011修订版","2011-10-10","270401","其他电子","107889"
"000049","P0211","申银万国行业分类2014修订版","2011-10-10","270401","其他电子","107889"
"000049","P0206","中证行业分类","2012-05-16","07020201","电子设备制造商","107889"
"000049","P0211","申银万国行业分类2014修订版","2013-07-01","270501","电子系统组装","107889"
"000049","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","107889"
"000049","P0215","中证行业分类2016年版","2016-12-12","02010403","新能源设备","107889"
"000049","P0217","中信证券行业分类2.0修订版","2019-12-01","605010","消费电子组件","107889"
"000049","P0218","申银万国行业分类2021修订版","2021-07-30","630701","锂电池","107889"
"000049","P0219","中证行业分类2021年版","2021-12-13","20303010","电池","107889"
"000050","P0203","申银万国行业分类2011修订版","1995-03-15","270301","显示器件","101178"
"000050","P0201","证监会行业分类2001年版","1995-03-15","C5110","电子器件制造业","101178"
"000050","P0207","证监会行业分类2012年版","1995-03-15","C39","计算机、通信和其他电子设备制造业","101178"
"000050","P0211","申银万国行业分类2014修订版","1995-03-15","270301","显示器件","101178"
"000050","P0221","中国上市公司协会上市公司行业分类","1995-03-15","C39","计算机、通信和其他电子设备制造业","101178"
"000050","P0206","中证行业分类","2012-05-16","07020201","电子设备制造商","101178"
"000050","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","101178"
"000050","P0215","中证行业分类2016年版","2016-12-12","07020202","光电子器件","101178"
"000050","P0217","中信证券行业分类2.0修订版","2019-12-01","604030","面板","101178"
"000050","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","101178"
"000050","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","101178"
"000063","P0203","申银万国行业分类2011修订版","1997-11-18","320103","通信传输设备","101553"
"000063","P0201","证监会行业分类2001年版","1997-11-18","G8101","通信设备制造业","101553"
"000063","P0207","证监会行业分类2012年版","1997-11-18","C39","计算机、通信和其他电子设备制造业","101553"
"000063","P0211","申银万国行业分类2014修订版","1997-11-18","730202","通信传输设备","101553"
"000063","P0221","中国上市公司协会上市公司行业分类","1997-11-18","C39","计算机、通信和其他电子设备制造业","101553"
"000063","P0210","恒生行业分类","2007-12-11","70","资讯科技业","101553"
"000063","P0206","中证行业分类","2012-05-16","08020101","通信设备","101553"
"000063","P0212","中信证券行业分类","2015-08-11","ZX360206","系统设备","101553"
"000063","P0215","中证行业分类2016年版","2016-12-12","08020102","通信传输设备","101553"
"000063","P0217","中信证券行业分类2.0修订版","2019-12-01","612060","系统设备","101553"
"000063","P0218","申银万国行业分类2021修订版","2021-07-30","730204","通信网络设备及器件","101553"
"000063","P0219","中证行业分类2021年版","2021-12-13","50201020","通信系统设备及组件","101553"
"000063","P0220","恒生行业分类2023修订版","2023-09-05","70","资讯科技业","101553"
"000063","P0222","恒生行业分类2025修订版","2025-09-08","70","资讯科技业","101553"
"000066","P0203","申银万国行业分类2011修订版","1997-06-26","320201","计算机设备","101661"
"000066","P0201","证监会行业分类2001年版","1997-06-26","G8301","电子计算机制造业","101661"
"000066","P0207","证监会行业分类2012年版","1997-06-26","C39","计算机、通信和其他电子设备制造业","101661"
"000066","P0211","申银万国行业分类2014修订版","1997-06-26","710101","计算机设备","101661"
"000066","P0221","中国上市公司协会上市公司行业分类","1997-06-26","C39","计算机、通信和其他电子设备制造业","101661"
"000066","P0206","中证行业分类","2012-05-16","07020101","电脑硬件","101661"
"000066","P0212","中信证券行业分类","2015-08-11","ZX370101","PC及服务器硬件","101661"
"000066","P0215","中证行业分类2016年版","2016-12-12","07020101","电脑与外围设备","101661"
"000066","P0217","中信证券行业分类2.0修订版","2019-12-01","621010","通用计算机设备","101661"
"000066","P0218","申银万国行业分类2021修订版","2021-07-30","710103","其他计算机设备","101661"
"000066","P0219","中证行业分类2021年版","2021-12-13","45201010","电脑与外围设备","101661"
"000070","P0203","申银万国行业分类2011修订版","2000-05-11","270301","显示器件","101681"
"000070","P0201","证监会行业分类2001年版","2000-05-11","C51","电子元器件制造业","101681"
"000070","P0207","证监会行业分类2012年版","2000-05-11","C39","计算机、通信和其他电子设备制造业","101681"
"000070","P0211","申银万国行业分类2014修订版","2000-05-11","270301","显示器件","101681"
"000070","P0221","中国上市公司协会上市公司行业分类","2000-05-11","C39","计算机、通信和其他电子设备制造业","101681"
"000070","P0201","证监会行业分类2001年版","2010-08-10","G8101","通信设备制造业","101681"
"000070","P0203","申银万国行业分类2011修订版","2011-10-10","320103","通信传输设备","101681"
"000070","P0211","申银万国行业分类2014修订版","2011-10-10","730202","通信传输设备","101681"
"000070","P0206","中证行业分类","2012-05-16","08020101","通信设备","101681"
"000070","P0207","证监会行业分类2012年版","2012-10-26","C38","电气机械及器材制造业","101681"
"000070","P0221","中国上市公司协会上市公司行业分类","2012-10-26","C38","电气机械和器材制造业","101681"
"000070","P0212","中信证券行业分类","2015-08-11","ZX360207","线缆","101681"
"000070","P0215","中证行业分类2016年版","2016-12-12","08020102","通信传输设备","101681"
"000070","P0217","中信证券行业分类2.0修订版","2019-12-01","612070","线缆","101681"
"000070","P0218","申银万国行业分类2021修订版","2021-07-30","730205","通信线缆及配套","101681"
"000070","P0219","中证行业分类2021年版","2021-12-13","50201020","通信系统设备及组件","101681"
"000070","P0221","中国上市公司协会上市公司行业分类","2023-05-01","C39","计算机、通信和其他电子设备制造业","101681"
"000100","P0203","申银万国行业分类2011修订版","2004-01-30","320102","终端设备","102272"
"000100","P0201","证监会行业分类2001年版","2004-01-30","C55","日用电子器具制造业","102272"
"000100","P0207","证监会行业分类2012年版","2004-01-30","C39","计算机、通信和其他电子设备制造业","102272"
"000100","P0211","申银万国行业分类2014修订版","2004-01-30","730201","终端设备","102272"
"000100","P0221","中国上市公司协会上市公司行业分类","2004-01-30","C39","计算机、通信和其他电子设备制造业","102272"
"000100","P0203","申银万国行业分类2011修订版","2007-07-02","330201","彩电","102272"
"000100","P0211","申银万国行业分类2014修订版","2007-07-02","330201","彩电","102272"
"000100","P0206","中证行业分类","2012-05-16","03020101","消费电子产品","102272"
"000100","P0212","中信证券行业分类","2015-08-11","ZX260201","黑色家电Ⅲ","102272"
"000100","P0215","中证行业分类2016年版","2016-12-12","03020101","消费电子产品","102272"
"000100","P0211","申银万国行业分类2014修订版","2019-04-23","270301","显示器件","102272"
"000100","P0212","中信证券行业分类","2019-07-11","ZX350301","其他元器件Ⅲ","102272"
"000100","P0217","中信证券行业分类2.0修订版","2019-12-01","604030","面板","102272"
"000100","P0215","中证行业分类2016年版","2021-06-15","07020202","光电子器件","102272"
"000100","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","102272"
"000100","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","102272"
"000333","P0207","证监会行业分类2012年版","2013-09-18","C38","电气机械及器材制造业","106591"
"000333","P0203","申银万国行业分类2011修订版","2013-09-18","330102","空调","106591"
"000333","P0211","申银万国行业分类2014修订版","2013-09-18","330102","空调","106591"
"000333","P0221","中国上市公司协会上市公司行业分类","2013-09-18","C38","电气机械和器材制造业","106591"
"000333","P0206","中证行业分类","2013-09-23","03020103","家用电器","106591"
"000333","P0212","中信证券行业分类","2015-08-11","ZX260101","白色家电Ⅲ","106591"
"000333","P0215","中证行业分类2016年版","2016-12-12","03020103","家用电器","106591"
"000333","P0217","中信证券行业分类2.0修订版","2019-12-01","331010","白色家电Ⅲ","106591"
"000333","P0218","申银万国行业分类2021修订版","2021-07-30","330102","空调","106591"
"000333","P0219","中证行业分类2021年版","2021-12-13","25201010","白色家电","106591"
"000333","P0220","恒生行业分类2023修订版","2024-09-17","23","非必需性消费","106591"
"000333","P0222","恒生行业分类2025修订版","2025-09-08","23","非必需性消费","106591"
"000400","P0203","申银万国行业分类2011修订版","1997-04-18","260402","电气自控设备","102298"
"000400","P0201","证监会行业分类2001年版","1997-04-18","C7610","输配电及控制设备制造业","102298"
"000400","P0207","证监会行业分类2012年版","1997-04-18","C38","电气机械及器材制造业","102298"
"000400","P0211","申银万国行业分类2014修订版","1997-04-18","640209","其它专用机械","102298"
"000400","P0221","中国上市公司协会上市公司行业分类","1997-04-18","C38","电气机械和器材制造业","102298"
"000400","P0203","申银万国行业分类2011修订版","2011-10-10","260404","输变电设备","102298"
"000400","P0211","申银万国行业分类2014修订版","2011-10-10","630201","电网自动化","102298"
"000400","P0206","中证行业分类","2012-05-16","02010401","电气部件与设备","102298"
"000400","P0211","申银万国行业分类2014修订版","2014-01-06","630404","线缆部件及其他","102298"
"000400","P0211","申银万国行业分类2014修订版","2014-02-21","630201","电网自动化","102298"
"000400","P0212","中信证券行业分类","2015-08-11","ZX210202","二次设备","102298"
"000400","P0215","中证行业分类2016年版","2016-12-12","02010401","电气部件与设备","102298"
"000400","P0217","中信证券行业分类2.0修订版","2019-12-01","272020","配电设备","102298"
"000400","P0217","中信证券行业分类2.0修订版","2020-04-14","272010","输变电设备","102298"
"000400","P0218","申银万国行业分类2021修订版","2021-07-30","630803","电网自动化设备","102298"
"000400","P0219","中证行业分类2021年版","2021-12-13","20302010","电网自动化","102298"
"000413","P0201","证监会行业分类2001年版","1996-09-25","C5110","电子器件制造业","101724"
"000413","P0203","申银万国行业分类2011修订版","1996-09-25","270301","显示器件","101724"
"000413","P0207","证监会行业分类2012年版","1996-09-25","C39","计算机、通信和其他电子设备制造业","101724"
"000413","P0211","申银万国行业分类2014修订版","1996-09-25","270301","显示器件","101724"
"000413","P0221","中国上市公司协会上市公司行业分类","1996-09-25","C39","计算机、通信和其他电子设备制造业","101724"
"000413","P0206","中证行业分类","2012-05-16","07020201","电子设备制造商","101724"
"000413","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","101724"
"000413","P0215","中证行业分类2016年版","2016-12-12","07020202","光电子器件","101724"
"000413","P0217","中信证券行业分类2.0修订版","2019-12-01","604040","显示零组","101724"
"000413","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","101724"
"000413","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","101724"
"000418","P0203","申银万国行业分类2011修订版","1997-03-28","330103","洗衣机","101612"
"000418","P0201","证监会行业分类2001年版","1997-03-28","C7620","日用电器制造业","101612"
"000418","P0207","证监会行业分类2012年版","1997-03-28","C38","电气机械及器材制造业","101612"
"000418","P0211","申银万国行业分类2014修订版","1997-03-28","330103","洗衣机","101612"
"000418","P0221","中国上市公司协会上市公司行业分类","1997-03-28","C38","电气机械和器材制造业","101612"
"000418","P0206","中证行业分类","2012-05-16","03020103","家用电器","101612"
"000418","P0212","中信证券行业分类","2015-08-11","ZX260101","白色家电Ⅲ","101612"
"000418","P0215","中证行业分类2016年版","2016-12-12","03020103","家用电器","101612"
"000521","P0203","申银万国行业分类2011修订版","1993-10-18","330101","冰箱","101562"
"000521","P0211","申银万国行业分类2014修订版","1993-10-18","330101","冰箱","101562"
"000521","P0207","证监会行业分类2012年版","1993-10-18","C38","电气机械及器材制造业","101562"
"000521","P0221","中国上市公司协会上市公司行业分类","1993-10-18","C38","电气机械和器材制造业","101562"
"000521","P0201","证监会行业分类2001年版","1996-08-28","C7620","日用电器制造业","101562"
"000521","P0206","中证行业分类","2012-05-16","03020103","家用电器","101562"
"000521","P0212","中信证券行业分类","2015-08-11","ZX260101","白色家电Ⅲ","101562"
"000521","P0215","中证行业分类2016年版","2016-12-12","03020103","家用电器","101562"
"000521","P0217","中信证券行业分类2.0修订版","2019-12-01","331010","白色家电Ⅲ","101562"
"000521","P0218","申银万国行业分类2021修订版","2021-07-30","330106","冰洗","101562"
"000521","P0219","中证行业分类2021年版","2021-12-13","25201010","白色家电","101562"
"000527","P0203","申银万国行业分类2011修订版","1993-11-12","330102","空调","101783"
"000527","P0201","证监会行业分类2001年版","1993-11-12","C7620","日用电器制造业","101783"
"000527","P0207","证监会行业分类2012年版","1993-11-12","C38","电气机械及器材制造业","101783"
"000527","P0211","申银万国行业分类2014修订版","1993-11-12","330102","空调","101783"
"000527","P0221","中国上市公司协会上市公司行业分类","1993-11-12","C38","电气机械和器材制造业","101783"
"000527","P0206","中证行业分类","2012-05-16","03020103","家用电器","101783"
"000533","P0203","申银万国行业分类2011修订版","1994-01-03","330104","小家电","101794"
"000533","P0201","证监会行业分类2001年版","1994-01-03","C7620","日用电器制造业","101794"
"000533","P0207","证监会行业分类2012年版","1994-01-03","C38","电气机械及器材制造业","101794"
"000533","P0211","申银万国行业分类2014修订版","1994-01-03","330104","小家电","101794"
"000533","P0221","中国上市公司协会上市公司行业分类","1994-01-03","C38","电气机械和器材制造业","101794"
"000533","P0203","申银万国行业分类2011修订版","2007-07-02","260404","输变电设备","101794"
"000533","P0211","申银万国行业分类2014修订版","2007-07-02","630403","低压设备","101794"
"000533","P0206","中证行业分类","2012-05-16","02010401","电气部件与设备","101794"
"000533","P0203","申银万国行业分类2011修订版","2012-07-02","330104","小家电","101794"
"000533","P0206","中证行业分类","2012-07-02","03020103","家用电器","101794"
"000533","P0211","申银万国行业分类2014修订版","2012-07-02","330104","小家电","101794"
"000533","P0212","中信证券行业分类","2015-08-11","ZX260402","其他家电","101794"
"000533","P0215","中证行业分类2016年版","2016-12-12","03020103","家用电器","101794"
"000533","P0215","中证行业分类2016年版","2017-01-17","02010401","电气部件与设备","101794"
"000533","P0211","申银万国行业分类2014修订版","2019-07-08","630402","中压设备","101794"
"000533","P0217","中信证券行业分类2.0修订版","2019-12-01","334020","其他家电","101794"
"000533","P0217","中信证券行业分类2.0修订版","2020-04-14","272010","输变电设备","101794"
"000533","P0218","申银万国行业分类2021修订版","2021-07-30","630801","输变电设备","101794"
"000533","P0219","中证行业分类2021年版","2021-12-13","20302020","输变电设备","101794"
"000536","P0203","申银万国行业分类2011修订版","1993-11-26","260401","电机","101903"
"000536","P0201","证监会行业分类2001年版","1993-11-26","C76","电器机械及器材制造业","101903"
"000536","P0207","证监会行业分类2012年版","1993-11-26","C38","电气机械及器材制造业","101903"
"000536","P0211","申银万国行业分类2014修订版","1993-11-26","630101","电机","101903"
"000536","P0221","中国上市公司协会上市公司行业分类","1993-11-26","C38","电气机械和器材制造业","101903"
"000536","P0201","证监会行业分类2001年版","2011-02-01","C5110","电子器件制造业","101903"
"000536","P0207","证监会行业分类2012年版","2011-02-01","C39","计算机、通信和其他电子设备制造业","101903"
"000536","P0221","中国上市公司协会上市公司行业分类","2011-02-01","C39","计算机、通信和其他电子设备制造业","101903"
"000536","P0203","申银万国行业分类2011修订版","2011-10-10","270301","显示器件","101903"
"000536","P0211","申银万国行业分类2014修订版","2011-10-10","270301","显示器件","101903"
"000536","P0206","中证行业分类","2012-05-16","07020201","电子设备制造商","101903"
"000536","P0212","中信证券行业分类","2015-08-11","ZX350301","其他元器件Ⅲ","101903"
"000536","P0215","中证行业分类2016年版","2016-12-12","07020202","光电子器件","101903"
"000536","P0217","中信证券行业分类2.0修订版","2019-12-01","604040","显示零组","101903"
"000536","P0218","申银万国行业分类2021修订版","2021-07-30","270301","面板","101903"
"000536","P0219","中证行业分类2021年版","2021-12-13","45203010","面板","101903"
"000541","P0203","申银万国行业分类2011修订版","1993-11-23","270401","其他电子","101564"
"000541","P0211","申银万国行业分类2014修订版","1993-11-23","270401","其他电子","101564"
"000541","P0207","证监会行业分类2012年版","1993-11-23","C38","电气机械及器材制造业","101564"
"000541","P0221","中国上市公司协会上市公司行业分类","1993-11-23","C38","电气机械和器材制造业","101564"
"000541","P0201","证监会行业分类2001年版","1995-08-08","C7630","照明器具制造业","101564"
"000541","P0206","中证行业分类","2012-05-16","03020103","家用电器","101564"
"000541","P0212","中信证券行业分类","2015-08-11","ZX260401","照明设备","101564"
"000541","P0215","中证行业分类2016年版","2016-12-12","03020103","家用电器","101564"
"000541","P0211","申银万国行业分类2014修订版","2017-07-03","270302","LED","101564"
"000541","P0217","中信证券行业分类2.0修订版","2019-12-01","334010","照明电工","101564"
"000541","P0218","申银万国行业分类2021修订版","2021-07-30","330501","照明设备Ⅲ","101564"
"000541","P0219","中证行业分类2021年版","2021-12-13","25201040","照明电器","101564"
"000542","P0201","证监会行业分类2001年版","1993-12-01","G8101","通信设备制造业","101565"
"000542","P0207","证监会行业分类2012年版","1993-12-01","C39","计算机、通信和其他电子设备制造业","101565"
"000542","P0211","申银万国行业分类2014修订版","1993-12-01","730201","终端设备","101565"
"000542","P0203","申银万国行业分类2011修订版","1993-12-01","320102","终端设备","101565"
"000542","P0221","中国上市公司协会上市公司行业分类","1993-12-01","C39","计算机、通信和其他电子设备制造业","101565"
"000547","P0203","申银万国行业分类2011修订版","1993-11-30","260405","其他电力设备","101804"
"000547","P0201","证监会行业分类2001年版","1993-11-30","G8101","通信设备制造业","101804"
"000547","P0207","证监会行业分类2012年版","1993-11-30","C39","计算机、通信和其他电子设备制造业","101804"
"000547","P0211","申银万国行业分类2014修订版","1993-11-30","630301","综合电力设备商","101804"
"000547","P0221","中国上市公司协会上市公司行业分类","1993-11-30","C39","计算机、通信和其他电子设备制造业","101804"
"000547","P0203","申银万国行业分类2011修订版","2007-07-02","510101","综合","101804"
"000547","P0211","申银万国行业分类2014修订版","2007-07-02","510101","综合","101804"
"000547","P0206","中证行业分类","2012-05-16","08020101","通信设备","101804"
"000547","P0211","申银万国行业分类2014修订版","2014-07-07","730101","通信运营","101804"
"000547","P0212","中信证券行业分类","2015-08-11","ZX360202","其他","101804"
"000547","P0212","中信证券行业分类","2015-10-27","ZX220102","航天军工","101804"
"000547","P0215","中证行业分类2016年版","2016-12-12","08020102","通信传输设备","101804"
"000547","P0211","申银万国行业分类2014修订版","2017-07-03","650301","地面兵装","101804"
"000547","P0215","中证行业分类2016年版","2018-06-11","02010101","航空航天与国防","101804"
"000547","P0217","中信证券行业分类2.0修订版","2019-12-01","281020","航天军工","101804"
"000547","P0218","申银万国行业分类2021修订版","2021-07-30","650501","军工电子Ⅲ","101804"
"000547","P0219","中证行业分类2021年版","2021-12-13","20102010","国防装备","101804"
"000561","P0203","申银万国行业分类2011修订版","1994-05-09","330101","冰箱","102305"
"000561","P0201","证监会行业分类2001年版","1994-05-09","C76","电器机械及器材制造业","102305"
"000561","P0207","证监会行业分类2012年版","1994-05-09","C38","电气机械及器材制造业","102305"
"000561","P0211","申银万国行业分类2014修订版","1994-05-09","330101","冰箱","102305"
"000561","P0221","中国上市公司协会上市公司行业分类","1994-05-09","C38","电气机械和器材制造业","102305"
"000561","P0203","申银万国行业分类2011修订版","2010-05-28","320102","终端设备","102305"
"000561","P0211","申银万国行业分类2014修订版","2010-05-28","730201","终端设备","102305"
"000561","P0201","证监会行业分类2001年版","2010-09-01","G8101","通信设备制造业","102305"
"000561","P0207","证监会行业分类2012年版","2010-09-01","C39","计算机、通信和其他电子设备制造业","102305"
"000561","P0221","中国上市公司协会上市公司行业分类","2010-09-01","C39","计算机、通信和其他电子设备制造业","102305"
"000561","P0206","中证行业分类","2012-05-16","08020101","通信设备","102305"
"000561","P0212","中信证券行业分类","2015-08-11","ZX220301","其他军工Ⅲ","102305"
"000561","P0215","中证行业分类2016年版","2016-12-12","08020101","通信终端设备","102305"
"000561","P0211","申银万国行业分类2014修订版","2019-07-08","650201","航空装备","102305"
"000561","P0217","中信证券行业分类2.0修订版","2019-12-01","283010","其他军工Ⅲ","102305"
"000561","P0218","申银万国行业分类2021修订版","2021-07-30","650201","航空装备Ⅲ","102305"
"000561","P0219","中证行业分类2021年版","2021-12-13","50201010","通信终端设备及组件","102305"
"000585","P0203","申银万国行业分类2011修订版","1995-12-13","260404","输变电设备","102342"
"000585","P0201","证监会行业分类2001年版","1995-12-13","C7610","输配电及控制设备制造业","102342"
"000585","P0207","证监会行业分类2012年版","1995-12-13","C38","电气机械及器材制造业","102342"
"000585","P0211","申银万国行业分类2014修订版","1995-12-13","630404","线缆部件及其他","102342"
"000585","P0221","中国上市公司协会上市公司行业分类","1995-12-13","C38","电气机械和器材制造业","102342"
"000585","P0210","恒生行业分类","2007-12-11","10","工业","102342"
"000585","P0206","中证行业分类","2012-05-16","02010401","电气部件与设备","102342"
"000585","P0211","申银万国行业分类2014修订版","2014-02-21","630401","高压设备","102342"
"000585","P0212","中信证券行业分类","2015-08-11","ZX210201","一次设备","102342"
"000585","P0215","中证行业分类2016年版","2016-12-12","02010401","电气部件与设备","102342"
"000585","P0217","中信证券行业分类2.0修订版","2019-12-01","272010","输变电设备","102342"
"000585","P0218","申银万国行业分类2021修订版","2021-07-30","630801","输变电设备","102342"
"000585","P0219","中证行业分类2021年版","2021-12-13","20302020","输变电设备","102342"
"000585","P0220","恒生行业分类2023修订版","2023-09-05","10","工业","102342"
"000585","P0222","恒生行业分类2025修订版","2025-09-08","10","工业","102342"
"000586","P0203","申银万国行业分类2011修订版","1995-12-20","320103","通信传输设备","102325"
"000586","P0207","证监会行业分类2012年版","1995-12-20","F52","零售业","102325"
"000586","P0211","申银万国行业分类2014修订版","1995-12-20","730202","通信传输设备","102325"
"000586","P0201","证监会行业分类2001年版","1995-12-20","H1199","其他零售业","102325"
"000586","P0221","中国上市公司协会上市公司行业分类","1995-12-20","F52","零售业","102325"
"000586","P0201","证监会行业分类2001年版","2010-11-11","G8599","其他通信服务业","102325"
"000586","P0207","证监会行业分类2012年版","2010-11-11","I63","电信、广播电视和卫星传输服务","102325"
"000586","P0221","中国上市公司协会上市公司行业分类","2010-11-11","I63","电信、广播电视和卫星传输服务","102325"
"000586","P0206","中证行业分类","2012-05-16","08020101","通信设备","102325"
"000586","P0207","证监会行业分类2012年版","2012-10-26","C39","计算机、通信和其他电子设备制造业","102325"
"000586","P0221","中国上市公司协会上市公司行业分类","2012-10-26","C39","计算机、通信和其他电子设备制造业","102325"
"000586","P0212","中信证券行业分类","2015-08-11","ZX360207","线缆","102325"
"000586","P0215","中证行业分类2016年版","2016-12-12","08020102","通信传输设备","102325"
"000586","P0217","中信证券行业分类2.0修订版","2019-12-01","612070","线缆","102325"
